bezirk,gruppe,jahr_2010,jahr_2022,differenz_2022_minus_2010
Henggart,mean_erw_65plus,76.064453125,73.9971098265896,-2.0673432984104068
Herrliberg,mean_kinder_0_12,6.74169741697417,6.809402795425667,0.06770537845149693
Herrliberg,mean_erw_18_64,44.322836598065955,43.52398921832884,-0.7988473797371114
Herrliberg,mean_erw_65plus,76.17994858611826,75.15139442231076,-1.0285541638074989
Hettlingen,mean_kinder_0_12,7.0777777777777775,7.3201663201663205,0.24238854238854302
Hettlingen,mean_erw_18_64,43.23128549303046,42.922077922077925,-0.3092075709525375
Hettlingen,mean_erw_65plus,75.60094637223975,75.20374220374221,-0.39720416849753803
Hinwil,mean_kinder_0_12,6.401171303074671,6.554098360655738,0.15292705758106706
Hinwil,mean_erw_18_64,42.73334272432737,41.54167290139159,-1.1916698229357792
Hinwil,mean_erw_65plus,75.69070952567621,74.33511777301928,-1.3555917526569345
Hittnau,mean_kinder_0_12,6.788934426229508,6.724946695095949,-0.06398773113355904
Hittnau,mean_erw_18_64,44.163029525032094,42.30203045685279,-1.8609990681793036
Hittnau,mean_erw_65plus,73.77966101694915,73.70379746835442,-0.07586354859472522
Hochfelden,mean_kinder_0_12,6.514522821576763,6.321678321678322,-0.19284449989844177
Hochfelden,mean_erw_18_64,43.29190992493745,42.430882352941175,-0.8610275719962743
Hochfelden,mean_erw_65plus,74.13317191283294,73.12340425531914,-1.009767657513791
Hombrechtikon,mean_kinder_0_12,6.90279114533205,6.7587844254510925,-0.1440067198809576
Hombrechtikon,mean_erw_18_64,43.13866171003718,42.40477611940298,-0.7338855906341948
Hombrechtikon,mean_erw_65plus,75.60203094777563,74.89636238846946,-0.7056685593061758
Horgen,mean_kinder_0_12,6.508239095315024,6.390685640362225,-0.11755345495279901
Horgen,mean_erw_18_64,42.583940611591636,41.78833746898263,-0.7956031426090036
Horgen,mean_erw_65plus,76.26504729148753,75.36300417246176,-0.9020431190257767
Humlikon,mean_kinder_0_12,7.132352941176471,6.2105263157894735,-0.9218266253869976
Humlikon,mean_erw_18_64,45.44839857651245,42.50950570342205,-2.9388928730904027
Humlikon,mean_erw_65plus,76.38679245283019,72.81818181818181,-3.5686106346483797
Höri,mean_kinder_0_12,6.2420537897310515,6.6689419795221845,0.42688818979113297
Höri,mean_erw_18_64,41.14673188083593,41.634978671541745,0.48824679070581567
Höri,mean_erw_65plus,74.5098814229249,74.70118343195266,0.1913020090277513
Hüntwangen,mean_kinder_0_12,6.603174603174603,6.824,0.22082539682539704
Hüntwangen,mean_erw_18_64,44.61538461538461,43.51539708265802,-1.099987532726594
Hüntwangen,mean_erw_65plus,75.07661290322581,74.08275862068966,-0.993854282536148
Hüttikon,mean_kinder_0_12,7.406976744186046,6.709677419354839,-0.6972993248312074
Hüttikon,mean_erw_18_64,44.47128378378378,42.44421052631579,-2.0270732574679897
Hüttikon,mean_erw_65plus,75.31884057971014,74,-1.318840579710141
Illnau-Effretikon,mean_kinder_0_12,6.4686623012160895,6.491863517060367,0.02320121584427781
Illnau-Effretikon,mean_erw_18_64,41.557377049180324,40.95324571084579,-0.6041313383345326
Illnau-Effretikon,mean_erw_65plus,76.4795918367347,74.13107119095143,-2.3485206457832675
Kappel am Albis,mean_kinder_0_12,6.872246696035242,6.2465753424657535,-0.6256713535694889
Kappel am Albis,mean_erw_18_64,43.92466585662211,42.54668930390493,-1.377976552717186
Kappel am Albis,mean_erw_65plus,74.6,74.4251968503937,-0.17480314960629073
Kilchberg (ZH),mean_kinder_0_12,6.464944649446495,6.11731843575419,-0.34762621369230473
